Unnamed: 0,transcription,recognized,phonetic_ev,new_path,lang,mos_pred
0,"Myaryosiwtina,",ERYASHEKEEMA,0.3433179723502303,/home/kesha/dev/uni/kursach/refs/asr/new_audio/0.wav,yrk,2.444467067718506
1,sawanyeǣǣy.,OHANDYEE,0.3870967741935484,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1.wav,yrk,2.206069231033325
2,"Padaniyutʃitʹq,",ASIMEOSHE,0.4526881720430107,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2.wav,yrk,2.8257663249969482
3,piryeyesyadatănya.,PIYISHASADANA,0.3127240143369175,/home/kesha/dev/uni/kursach/refs/asr/new_audio/3.wav,yrk,3.8088295459747314
4,"Săwawnamacraaa,",ONOBEMURETHANANOTHEOTHER,0.4939516129032258,/home/kesha/dev/uni/kursach/refs/asr/new_audio/4.wav,yrk,1.9863580465316772
5,"maciŋamaciŋa,",WASANDAMOSE,0.3014888337468983,/home/kesha/dev/uni/kursach/refs/asr/new_audio/5.wav,yrk,1.5965664386749268
6,"săwawnamacampii,",ONAMARAMPE,0.4022177419354839,/home/kesha/dev/uni/kursach/refs/asr/new_audio/6.wav,yrk,2.168022394180298
7,ŋokawnamac-imacampi.,WALKONUMHASYMILESANBE,0.3202764976958525,/home/kesha/dev/uni/kursach/refs/asr/new_audio/7.wav,yrk,2.661083936691284
8,Ʃamyanmac-yammaldambi..,THIMEANDLORSGLOWALLSONP,0.4011220196353436,/home/kesha/dev/uni/kursach/refs/asr/new_audio/8.wav,yrk,3.498560667037964
9,"Maraŋgaŋǣya,",MODENGOODNA,0.2567204301075269,/home/kesha/dev/uni/kursach/refs/asr/new_audio/9.wav,yrk,3.4571030139923096
10,ʃunraaŋodyapir.,ORNOTAHUNGAUSINGHAIRBUT,0.4817671809256662,/home/kesha/dev/uni/kursach/refs/asr/new_audio/10.wav,yrk,2.894395589828491
11,"AmănyaqnyerdyenyānataynaŋilnyanatiMuŋguyhnyanailyewacʹ,kolocŋǣnyu""",WHENYOURINKNOWTHATIAMGOINONTHATOWON'TGOINGONEYIYOURWORKCALLEHOTLINYOU,0.31369798971482,/home/kesha/dev/uni/kursach/refs/asr/new_audio/11.wav,yrk,1.8900877237319946
12,Tănyananyaărqŋǣsisʹ.,ANDOTHERNODINWASTHIS,0.4338709677419354,/home/kesha/dev/uni/kursach/refs/asr/new_audio/12.wav,yrk,2.405681610107422
13,Itănyanatioyhninyasoyadmh,ITEYONFUHONIANSFORYO,0.3458064516129032,/home/kesha/dev/uni/kursach/refs/asr/new_audio/13.wav,yrk,2.3884804248809814
